"","Date","spx","dax","ftse","nikkei"
"260","1995-01-04",460.709991455078,2072.89990234375,3051.60009765625,19684.0390625
"261","1995-01-05",460.339996337891,2051.4599609375,3032.30004882812,19616.109375
"262","1995-01-06",460.679992675781,2058.19995117188,3065,19519.4609375
"263","1995-01-09",460.829986572266,2053.40991210938,3055.80004882812,19444.919921875
"264","1995-01-10",461.679992675781,2062.080078125,3060.39990234375,19501.44921875
"265","1995-01-11",461.660003662109,2061.76000976562,3049.39990234375,19548.470703125
"266","1995-01-12",461.640014648438,2059.67993164062,3033.19995117188,19410.009765625
"267","1995-01-13",465.970001220703,2064.13989257812,3048.30004882812,19331.169921875
"268","1995-01-16",469.380004882812,2088.25,3076.69995117188,19331.169921875
"269","1995-01-17",470.049987792969,2081.38989257812,3054.39990234375,19241.3203125
"270","1995-01-18",469.709991455078,2085.6201171875,3054.89990234375,19223.310546875
"271","1995-01-19",466.950012207031,2079.60009765625,3028.60009765625,19075.740234375
"272","1995-01-20",464.779998779297,2050.86010742188,2995,18840.220703125
"273","1995-01-23",465.820007324219,2013.03002929688,2954.19995117188,17785.490234375
"274","1995-01-24",465.859985351562,2027.67004394531,2969,18060.73046875
"275","1995-01-25",467.440002441406,2026.96997070312,2982.19995117188,18159.48046875
"276","1995-01-26",468.320007324219,2040.7900390625,3007.30004882812,18070.83984375
"277","1995-01-27",470.390014648438,2030.56005859375,3022.19995117188,18104.349609375
"278","1995-01-30",468.510009765625,2026.68005371094,2995.89990234375,18752.880859375
"279","1995-01-31",470.420013427734,2024.81994628906,2991.60009765625,18649.8203125
"280","1995-02-01",470.399993896484,2047.43994140625,3017.30004882812,18739.470703125
"281","1995-02-02",472.790008544922,2038.4599609375,3034.69995117188,18604.30078125
"282","1995-02-03",478.649993896484,2077.93994140625,3059.69995117188,18538.970703125
"283","1995-02-06",481.140014648438,2085.080078125,3062,18667.23046875
"284","1995-02-07",480.809997558594,2093.01000976562,3072.69995117188,18500.55078125
"285","1995-02-08",481.190002441406,2087.78002929688,3072.5,18290.25
"286","1995-02-09",480.190002441406,2117.80004882812,3099,18099.55078125
"287","1995-02-10",481.459991455078,2127.56005859375,3109.89990234375,18291.349609375
"288","1995-02-13",481.649993896484,2118.9599609375,3081.10009765625,18313.859375
"289","1995-02-14",482.549987792969,2128.330078125,3071.30004882812,18138.470703125
"290","1995-02-15",484.540008544922,2135.48999023438,3074.89990234375,17991
"291","1995-02-16",485.220001220703,2112.06005859375,3051.10009765625,17780.58984375
"292","1995-02-17",481.970001220703,2119.2900390625,3044.19995117188,18020.509765625
"293","1995-02-20",481.970001220703,2101.97998046875,3018.60009765625,17956.48046875
"294","1995-02-21",482.720001220703,2101.82006835938,3023.39990234375,18096.25
"295","1995-02-22",485.070007324219,2096.26000976562,3019.5,18106.650390625
"296","1995-02-23",486.910003662109,2126.43994140625,3049.30004882812,17830.01953125
"297","1995-02-24",488.109985351562,2117.59008789062,3037.69995117188,17472.939453125
"298","1995-02-27",483.809997558594,2106.05004882812,3025.30004882812,16808.69921875
"299","1995-02-28",487.390014648438,2097.85009765625,3009.30004882812,17053.4296875
"300","1995-03-01",485.649993896484,2127.2099609375,3041.19995117188,16618.7109375
"301","1995-03-02",485.130004882812,2116.63989257812,3038.19995117188,16963.1796875
"302","1995-03-03",485.420013427734,2094.15991210938,3025.10009765625,17039.619140625
"303","1995-03-06",485.630004882812,2069.94995117188,3001.89990234375,17040.720703125
"304","1995-03-07",482.119995117188,2041.26000976562,2977,16955.279296875
"305","1995-03-08",483.140014648438,2029.38000488281,2992.10009765625,16621.310546875
"306","1995-03-09",483.160003662109,1989.19995117188,2986.89990234375,16763.080078125
"307","1995-03-10",489.570007324219,2008.84997558594,3021.10009765625,16358.3798828125
"308","1995-03-13",490.049987792969,1974.14001464844,3011.80004882812,16477.640625
"309","1995-03-14",492.890014648438,2022.5,3050.60009765625,16245.8203125
"310","1995-03-15",491.880004882812,1995.21997070312,3047,16666.830078125
"311","1995-03-16",495.410003662109,2016.15002441406,3094.10009765625,16355.6796875
"312","1995-03-17",495.519989013672,1979.52001953125,3089.30004882812,16251.23046875
"313","1995-03-20",496.140014648438,1984.98999023438,3124.19995117188,16129.9599609375
"314","1995-03-21",495.070007324219,1984.15002441406,3135,16129.9599609375
"315","1995-03-22",495.670013427734,1978.06994628906,3139.69995117188,15904.849609375
"316","1995-03-23",495.950012207031,1935.07995605469,3136.39990234375,15813.41015625
"317","1995-03-24",500.970001220703,1935.86999511719,3153.39990234375,15749.76953125
"318","1995-03-27",503.200012207031,1928.81994628906,3149.80004882812,16096.25
"319","1995-03-28",503.899993896484,1911.69995117188,3128.30004882812,16681.73046875
"320","1995-03-29",503.119995117188,1918.84997558594,3142.30004882812,16460.73046875
"321","1995-03-30",502.220001220703,1949.76000976562,3176.19995117188,16512.220703125
"322","1995-03-31",500.709991455078,1914.68994140625,3137.89990234375,16139.9501953125
"323","1995-04-03",501.850006103516,1934.9599609375,3143.10009765625,15381.2900390625
"324","1995-04-04",505.239990234375,1965.68005371094,3188.10009765625,15630.5302734375
"325","1995-04-05",505.570007324219,1972.58996582031,3190.19995117188,15882.490234375
"326","1995-04-06",506.079986572266,1976.52001953125,3200.89990234375,15815.8701171875
"327","1995-04-07",506.420013427734,1978.7099609375,3210.89990234375,15719.5
"328","1995-04-10",507.010009765625,1980.81005859375,3204.19995117188,16163.08984375
"329","1995-04-11",505.529998779297,1979.26000976562,3190.89990234375,16268.8798828125
"330","1995-04-12",507.170013427734,1991.07995605469,3209.80004882812,16344.919921875
"331","1995-04-13",509.230010986328,1982.98999023438,3208.80004882812,16438.7890625
"332","1995-04-14",509.230010986328,1982.98999023438,3208.80004882812,16047.8896484375
"333","1995-04-17",506.130004882812,1982.98999023438,3208.80004882812,16304.150390625
"334","1995-04-18",505.369995117188,1954.61999511719,3194.5,16225.1103515625
"335","1995-04-19",504.920013427734,1943.88000488281,3170.10009765625,16376.080078125
"336","1995-04-20",505.290008544922,1955.32995605469,3174.69995117188,16643.060546875
"337","1995-04-21",508.489990234375,1987.69995117188,3199.89990234375,16968.240234375
"338","1995-04-24",512.890014648438,1978.96997070312,3209.30004882812,16804.05078125
"339","1995-04-25",512.099975585938,2007.56994628906,3214.89990234375,16910.5390625
"340","1995-04-26",512.659973144531,2028.52001953125,3226.19995117188,16826.490234375
"341","1995-04-27",513.549987792969,2024.25,3217.60009765625,16883.990234375
"342","1995-04-28",514.710021972656,2017.94995117188,3216.69995117188,16806.75
"343","1995-05-01",514.260009765625,2017.94995117188,3220.39990234375,16811.4609375
"344","1995-05-02",514.859985351562,2036.46997070312,3248.19995117188,17088.66015625
"345","1995-05-03",520.47998046875,2037.98999023438,3262.60009765625,17088.66015625
"346","1995-05-04",520.539978027344,2034.15002441406,3264.30004882812,17088.66015625
"347","1995-05-05",520.119995117188,2021.21997070312,3251.69995117188,17088.66015625
"348","1995-05-08",523.960021972656,2030.65002441406,3251.69995117188,17103.689453125
"349","1995-05-09",523.559997558594,2050.65991210938,3261.19995117188,16958.220703125
"350","1995-05-10",524.359985351562,2064.40991210938,3290.10009765625,16826.490234375
"351","1995-05-11",524.369995117188,2086.40991210938,3317.89990234375,16461.73046875
"352","1995-05-12",525.549987792969,2102.39990234375,3310.30004882812,16420.759765625
"353","1995-05-15",527.739990234375,2092,3310.69995117188,16609.69921875
"354","1995-05-16",528.190002441406,2109.36010742188,3300.80004882812,16388.900390625
"355","1995-05-17",527.070007324219,2088.98999023438,3297.39990234375,16471.349609375
"356","1995-05-18",519.580017089844,2083.80004882812,3285.80004882812,16312.5595703125
"357","1995-05-19",519.190002441406,2064.419921875,3261,16140.849609375
